Artist,Title,Lyrics
Billie Eilish,​my boy,"(Three and four and)
Ba-ba-da, ba-ba-da-ba-da
Mmm, mmm

My boy's bein' sus, he was shady enough
But now he's just a shadow
My boy loves his friends like I love my split ends
And by that, I mean he cuts 'em off
(What?)

My boy, my boy, my boy
Don't love me like he promised
My boy, my boy, my boy
He ain't a man and sure as hell ain't honest

My boy's bein' sus and he don't know how to cuss
He just sounds like he's tryna be his father (Who are you?)
My boy's an ugly crier but he's such a pretty liar
And by that, I mean he said he'd change

My boy, my boy, my boy
Don't love me like he promised
My boy, my boy, my boy
He ain't a man and sure as hell ain't honest

My boy, my-my boy, my friends
I love-love, I-I love-love my split ends
My boy (Love, love, love, love, love, love)
My-my boy (Love, love, love, love, love, love)
My boy, my (Love, love, love, love, love, love, love, love)
(Alright, dude, go trip over a knife)

My boy, my boy, my boy
Don't love me like he promised
My boy, my boy, my boy
He ain't a man and sure as hell ain't honest

You want me to be yours? Well, then you gotta be mine
And if you want a good girl, then goodbye
You want me to be yours? Well, then you gotta be mine
And if you want a good girl, then goodbye"
Billie Eilish,Six Feet Under,"Help, I lost myself again
But I remember you
Don't come back
It won't end well
But I wish you'd tell me to

Our love is six feet under
I can't help but wonder
If our grave was watered by the rain
Would roses bloom?
Could roses bloom
Again?

Retrace my lips
Erase your touch
It's all too much for me
Blow away
Like smoke in air
How can you die carelessly?

Our love is six feet under
I can't help but wonder
If our grave was watered by the rain
Would roses bloom?
Could roses bloom?

They're playin' our sound
Layin' us down tonight
And all of these clouds
Crying us back to life
But you're cold as a knife

Six feet under
I can't help but wonder
If our grave was watered by the rain
Bloom
Bloom
Again

Help, I lost myself again
But I remember you"
Billie Eilish,8,"Wait a minute, let me finish
I know you don't care
But can you listen?
I came committed, guess I overdid it
Wore my heart out on a chain
Around my neck, but now it's missin', hmm

Da-da-da-da-da-da (Hmm)
Da-da-da-da-da-da-da (Hmm, hmm, hmm, hmm)
Oh, hmm, hmm

So I think I better go
I never really know how to please you
You're lookin' at me like I'm see-through
I guess I'm gonna go
I just never know how you feel
Do you even feel anything?

Da-da-da-da-da-da-da
Da-da-da-da-da-da-da
Oh, hmm, hmm

You said, ""Don't treat me badly""
But you said it so sadly
So I did the best I could
Not thinkin' you would have left me gladly
I know you're not sorry
Why should you be?
'Cause who am I to be in love
When your love never is for me?
Me

Da-da-da-da-da-da-da (Hmm)
Da-da-da-da-da-da-da (Hmm, hmm, hmm, hmm)
Oh, hmm, hmm

So I think I better go
I never really know how to please you
You're lookin' at me like I'm see-through
I guess I'm gonna go
I just never know how you feel
Do you even feel anything?"
Billie Eilish,​bitches broken hearts,"You can pretend you don't miss me (Me)
You can pretend you don't care
All you wanna do is kiss me (Me)
Oh, what a shame, I'm not there
You can pretend you don't miss me (Me)
You can pretend you don't care
All you wanna do is kiss me (Me)
Oh , what a shame, I'm not there

What is it you want?
You can lie, but I know that you're not fine
Every time you talk
It's all 'bout me, but you swear I'm not on your mind

You can pretend you don't miss me (Me)
You can pretend you don't care
All you wanna do is kiss me (Me)
Oh, what a shame, I'm not there

Everybody knows
You and I are suicide and stolen art (Art)
Pretty mama sews
Stitches into all your bitches' broken hearts

You can pretend you don't miss me (Me)
You can pretend you don't care
All you wanna do is kiss me (Me)
Oh, what a shame, I'm not there

Somebody new is gonna comfort you
Like you want me to
Somebody new is gonna comfort me
Like you never do

Every now and then, it hits me
That I'm the one that got away
But I guess being lonely fits me
And you were made for begging, ""stay"""
Billie Eilish,​​come out and play,"Hmm-mm

Wake up and smell the coffee
Is your cup half full or empty?
When we talk, you say it softly
But I love it when you're awfully quiet
Hmm-mm, quiet
Hmm-mm

You see the piece of paper
Could be a little greater
Show me what you could make her
You'll never know until you try it
Hmm-mm
And you don't have to keep it quiet

And I know it makes you nervous
But I promise you, it's worth it
To show 'em everything you kept inside
Don't hide, don't hide
Too shy to say, but I hope you stay
Don't hide away
Come out and play

Look up, out of your window
See snow, won't let it in though
Leave home, feel the wind blow
'Cause it's colder here inside in silence
And you don't have to keep it quiet

Yeah, I know it makes you nervous
But I promise you, it's worth it
To show 'em everything you kept inside
Don't hide, don't hide
Too shy to say but I hope you stay
Don't hide away
Come out and play"
Billie Eilish,Bored,"Ah, ah

The games you played were never fun
You'd say you'd stay but then you'd run, ah

Giving you what you're begging for
Giving you what you say I need
I don't want any settled scores
I just want you to set me free
Giving you what you're begging for
Giving you what you say I need, say I need

I'm not afraid anymore
What makes you sure you're all I need? (I need)
Forget about it
When you walk out the door and leave me torn
You're teaching me to live without it
Bored, I'm so bored, I'm so bored, so bored

I'm home alone, you're God-knows-where
I hope you don't think that shit's fair, ah

Giving you all you want and more
Giving you every piece of me
I don't want love I can't afford
I just want you to love for free
Can't you see that I'm getting bored?
Giving you every piece of me, piece of me

I'm not afraid anymore
What makes you sure you're all I need?
Forget about it
When you walk out the door and leave me torn
You're teaching me to live without it
Bored, I'm so bored, I'm so bored, so bored

Giving you what you're begging for
Giving you what you say I need
I don't want any settled scores
I just want you to set me free
Giving you what you're begging for
Giving you what you say I need, say I need

I'm not afraid anymore
What makes you sure you're all I need?
Forget about it
And when you walk out the door and leave me torn
You're teaching me to live without it"
Billie Eilish,NDA,"Did you think I'd show up in a limousine? (No)
Had to save my money for security
Got a stalker walkin' up and down the street
Says he's Satan and he'd like to meet
I bought a secret house when I was seventeen (Ha)
Haven't had a party since I got the keys
Had a pretty boy over, but he couldn't stay
On his way out, made him sign an NDA, mm
Yeah, I made him sign an NDA
Once was good enough
'Cause I don't want him havin' shit to say, oh-oh

You couldn't save me, but you can't let me go, oh, no
I can crave you, but you don't need to know, oh-oh

Mm, mm-mm, mm
30 Under 30 for another year (Another year)
I can barely go outside, I think I hate it herе (I think I hate it here)
Maybе I should think about a new career
Somewhere in Kaua'i where I can disappear
I've been havin' fun gettin' older now
Didn't change my number, made him shut his mouth (Shut his mouth, yeah)
At least I gave him somethin' he can cry about
I thought about my future, but I want it now, oh-oh
Want it now, mm-mm-mm
You can't give me up

You couldn't save me, but you can't let me go, oh, no
I can crave you, but you don't need to know, oh-oh

Did I take it too far?
Now I know what you are
You hit me so hard
I saw stars
Think I took it too far
When I sold you my heart
How'd it get so dark?
I saw stars
Stars"
Billie Eilish,​​party favor,"Hey, leave a message

Hey, call me back when ya get this
Or when you've got a minute
We really need to talk
Wait, you know what?
Maybe just forget it
'Cause by the time you get this
Your number might be blocked

""Stay"" and ""blah blah blah""
You just want what you can't have
No way
I'll call the cops
If you don't stop, I'll call your dad

And I hate to do this to you on your birthday
Happy birthday, by the way
""It's not you, it's me"" and all that other bullshit
You know that's bullshit
Don'tcha, babe?
I'm not your party favor

Look, now I know we coulda done it better
But we can't change the weather
When the weather's come and gone
Books don't make sense if you read 'em backwards
You'll single out the wrong words
Like you mishear all my songs

You'll hear ""stay"" and ""blah blah blah""
You just want what you can't have
No way
I'll call the cops
If you don't stop, I'll call your dad

And I hate to do this to you on your birthday
Happy birthday by the way
""It's not you, it's me"" and all that other bullshit
You know that's bullshit
Don'tcha, babe?
I'm not your party favor"
Billie Eilish,6.18.18*,"Our time is up
Your eyes are shut
I won't get to tell you what
I needed you to know
It's dark enough
The moonlight doesn't show
And all my love
Could never bring you home

There's no more stars to find
And I'm too far behind
And I'd love to let you go
I'd love to let you go
You're all that's on my mind
I called a thousand times
And I have to let you go
But I love you more and more than you could know

I sat alone
Awaited your reply
Was driven home
When I started to cry
I should've known
I should've said goodbye
I only hoped
I would've had more time

There's no more stars to find
And I'm too far behind
And I'd love to let you go
I'd love to let you go
You're always on my mind
When I called a thousand times
And I have to let you go
But I love you more and more than you could know-oh

Oh-uh-uh-uh-uh-uh-uh-uh
Da-da-da-da-da, da-da-ra-da
We're both too young
To live and die this way
A sunny summer day
With so much left to say
Not 21
The 18th out of pain
The day you couldn't stay
You made me wanna pray
But I think God's fake

There's no more stars to find
And I'm too far behind
And I'd love to let you go
I'd love to let you go
You're all that's on my mind
When I called a thousand times
And I have to let you go
But I love you more and more and more and more and more
More and more, more and more and more than you will ever know
You will never know
You will never know"
Billie Eilish,​goodbye,"Please, please
Don't leave﻿ me
Be

It's not true
Take me to the rooftop
Told you not to worry
What do you want from me?
Don't ask questions
Wait a minute
Don't you know I'm no good for you?
Baby, I don't feel so good
And all the good girls go ﻿to Hell
Bite my tongue, bide my time
What is it about them?
I'm the bad guy"
Billie Eilish,The End of the World,"Breathe the air again, it's a beautiful day
I wish this moment would stay with the Earth
Some primal paradise
But there you go again, saying everything ends
Saying you can't depend on anything, or anyone

If the end of the world was near
Where would you choose to be?
If there was five more minutes of air
Would you panic and hide
Or run for your life
Or stand here and spend it with me
If we had five more minutes
Would I, could I, make you happy?

And we would live again
In the simplest of ways
Living day after day
Like some primal animals
We would love again
Under glorious suns
With the freedom that comes with the truth

If the end of the world was near
Where would you choose to be?
If there was five more minutes of air
Would you panic and hide?
Or run for your life?
Or stand here and spend it with me?
If we had five more minutes
Would I, could I, make you happy?

So it finally came to pass
I saw the end of the world
Saw the madness unfold like
Some primal burial
And I looked back upon
Armageddon
And the moment of truth
Between you and me

If we had five more minutes of air to breathe
And we cried all through it
But you spent them with me
On our last few drags of air we agree
I was and you were happy"
Billie Eilish,Male Fantasy,"Home alone, tryin' not to eat
Distract myself with pornography
I hate the way she looks at me
I can't stand the dialogue, she would never be
That satisfied, it's a male fantasy
I'm goin' back to therapy

'Cause I loved you then and I love you now
And I don't know how
Guess it's hard to know when nobody else comes around
If I'm getting over you
Or just pretending to
Be alright, convince myself I hate you

(Want me to sing in here?)
(Okay)

I got a call from a girl I used to know
We were inseparablе years ago
Thought we'd get along, but it wasn't so
And it's all I think about whеn I'm behind the wheel
I worry this is how I'm always gonna feel
But nothing lasts, I know the deal

But I loved you then and I love you now
And I don't know how
Guess it's hard to know when nobody else comes around
If I'm getting over you
Or just pretending to
Be alright, convince myself I hate you

Can't get over you
No matter what I do
I know I should, but I could never hate you"
Billie Eilish,Lost Cause,"Something's in the—

Something's in the air right now
Like I'm losin' track of time (Time, time)
Like I don't really care right now
But maybe that's fine
You weren't even there that day
I was waitin' on you (You, you)
I wonder if you were aware that day
Was the last straw for me and I knew

I sent you flowers
Did you even care?
You ran the shower
And left them by the stairs
Ooh-ooh-ooh, a-a-a-ayy
Thought you had your shit together, but damn, I was wrong (Wrong)

You ain't nothin' but a lost cause (Cause, cause)
And this ain't nothin' like it oncе was (Was, was)
I know you think you're such an outlaw
But you got no job (Job)
You ain't nothin' but a lost cause (Cause)
And this ain't nothin' likе it once was (Was)
I know you think you're such an outlaw
But you got no job

I used to think you were shy (Shy)
But maybe you just had nothing on your mind
Maybe you were thinkin' 'bout yourself all the time
I used to wish you were mine (Mine)
But that was way before I realized
Someone like you would always be so easy to find
(So) So easy (So, so)
Hee, mm-mm-mm, mm

Gave me no flowers
Wish I didn't care
You'd be gone for hours
Could be anywhere
Ooh-ooh-ooh
Ah-ah-ah-ah-ah
Thought you would've grown eventually, but you proved me wrong (Wrong)

You ain't nothing but a lost cause (Cause)
And this ain't nothing like it once was (Was)
I know you think you're such an outlaw (Yeah)
But you got no job (No job)
You ain't nothing but a lost cause (Cause)
And this ain't nothing like it once was (Was)
I know you think you're such an outlaw (Think you're such a lost cause)
But you got no job

(What did I tell you?)
(Don't get complacent)
(It's time to face it now, na-na, na-na, na-na)
(What did I tell you?)
(Don't get complacent)
(It's time to face it now, na-na, na-na, na-na)"
Billie Eilish,Oxytocin,"Can't take it back once it's been set in motion
You know I love to rub it in like lotion
If you only pray on Sunday, could you come my way on Monday?
'Cause I like to do things God doesn't approve of if She saw us

She couldn't look away, look away, look away
She'd wanna get involved, involved, involved
And what would people say, people say, people say
If they listen through the wall, the wall, the wall?

I can see it clear as day
You don't really need a break
Wanna see what you can take
You should really run away

I wanna do bad things to you (To you)
I wanna make you yell (Yell)
I wanna do bad things to you (To you)
Don't wanna treat you well (Well)

Can't take it back once it's been set in motion
You know I need you for the oxytocin
If you find it hard to swallow, I can loosen up your collar
'Cause as long as you're still breathing
Don't you even think of leaving

Not gonna wanna look away, look away, look away
You're gonna wanna get involved, involved, involved
And what would people say, people say, people say
If they listen through the wall, the wall, the wall?

I can see it clear as day
You don't really need a break
Wanna see what you can take
You should really run away
Other people wouldn't stay
Other people don't obey
You and me are both the same
You should really run away

Bad things
To you
I wanna do bad things to you
I wanna make you yell
I wanna do bad things to you
Don't wanna treat you well"
Billie Eilish,Billie Bossa Nova,"Mm-mm-mm, mm-mm
Na-na-na

Love when it comes without a warning
'Cause waiting for it gets so boring
A lot can change in twenty seconds
A lot can happen in the dark
Love when it makes you lose your bearings
Some information's not for sharing
Use different names at hotel check-ins
It's hard to stop it once it starts (It starts)

I'm not sentimental
But there's somethin' 'bout the way you look tonight, mm
Makes me wanna take a picture
Make a movie with you that we'd have to hide

You better lock your phone (Oh)
And look at me whеn you're alone
Won't take a lot to gеt you goin' (Oh)
I'm sorry if it's torture though
I know, I know

It might be more of an obsession
You really make a strong impression (You sure do)
Nobody saw me in the lobby (Saw me in the lobby)
Nobody saw me in your arms, mm

I'm not sentimental
But there's somethin' 'bout the way you look tonight, mm ('Bout the way you look tonight)
Makes me wanna make 'em jealous
I'm the only one who does it how you like (Only one who does it how you—)

You better lock your phone (Oh)
And look at me when you're alone (You're alone, you're alone)
Won't take a lot to get you goin' (Get me goin', get me goin')
I'm sorry if it's torture though (Torture though)
I know, I know
You better lock your door (Oh)
And look at me a little more
We both know I'm worth waitin' for (Waitin' for)
That heavy breathin' on the floor (On the floor)
I'm yours, I'm yours (I'm yours)

I'm not sentimental
I'm not sentimental
I'm not sentimental"
Billie Eilish,Getting Older,"I'm gettin' older, I think I'm agin' well
I wish someone had told me I'd be doin' this by myself
There's reasons that I'm thankful, there's a lot I'm grateful for
But it's different when a stranger's always waitin' at your door
Which is ironic 'cause the strangers seem to want me more
Than anyone before (Anyone before)
Too bad they're usually deranged

Last week, I realized I crave pity
When I retell a story, I make everything sound worse
Can't shake the feeling that I'm just bad at healing
And maybe that's the reason every sentence sounds rehearsed
Which is ironic because when I wasn't honest
I was still bein' ignored (Lyin' for attention just to get neglection)
Now we're estranged

Things I once enjoyed
Just keep me employed now
Things I'm longing for
Someday, I'll be bored of
It's so weird
That we care so much until we don't

I'm gettin' older, I've got more on my shoulders
But I'm gettin' better at admitting when I'm wrong
I'm happier than ever, at least, that's my endeavor
To keep myself together and prioritize my pleasure
'Cause, to be honest, I just wish that what I promise
Would depend on what I'm given, mmm (Not on his permission)
(Wasn't my decision) To be abused, mmm

Things I once enjoyed
Just keep me employed now, mmm
Things I'm longing for, mmm
Someday, I'll be bored of
It's so weird
That we care so much until we don't

But next week, I hope I'm somewhere laughin'
For anybody asking, I promise I'll be fine
I've had some trauma, did things I didn't wanna
Was too afraid to tell ya, but now, I think it's time"
Billie Eilish,Halley’s Comet,"I don't want it
And I don't want to want you
But in my dreams, I seem to be more honest
And I must admit you've been in quite a few

Halley's Comet
Comes around more than I do
But you're all it takes for me to break a promise
Silly me to fall in love with you

I haven't slept since Sunday
Midnight for me is 3AM for you
But my sleepless nights are better
With you than nights could ever be alone, ooh-ooh
I was good at feeling nothin', now I'm hopeless
What a drag to love you like I do
Ooh-ooh-ooh-ooh-ooh

I've been loved before, but right now, in this moment
I feel more and more like I was madе for you
For you


I'm sitting in my brother's room
Haven't slept in a week or two, or two
I think I might havе fallen in love
What am I to do?"
Billie Eilish,WHEN I WAS OLDER,"When I was older
I was a sailor on an open sea
But now I'm underwater
And my skin is paler than it should ever be
Hmm

I'm on my back again
Dreaming of a time and place
Where you and I remain the best of friends
Even after all this ends
Can we pretend?
I'm on my, I'm on my back again
It's seeming more and more
Like all we ever do is see how far it bends
Before it breaks in half and then
We bend it back again

Guess I got caught in the middle of it
Yes I've been taught, got a little of it
In my blood, in my blood
Memories burn like a forest fire
Heavy rain turns any funeral pyre to mud
In the flood

When I was older
I was a sailor on an open sea
But now I'm underwater
And my skin is paler than it should ever be

I'm watching movies back to back in black and white, I never
Seen anybody do it like I do it any better
Been goin' over you, I'm overdue for new endeavors
Nobody lonely like I'm lonely and I don't know whether
You'd really like it in the limelight
You'd sympathize with all the bad guys
I'm still a victim in my own right
But I'm the villain in my own eyes, yeah

When I was older
I was a sailor on an open sea"
Billie Eilish,I Didn’t Change My Number,"Okay
Mm-mm, I

I didn't change my number
I only changed who I reply to
Laura said I should be nicer
But not to you
I love a ""You mad at me?"" text
Shoulda guessed
That you would think I was upset (Haha)
You're obsessed

Don't take it out on me
I'm out of sympathy for you
Maybe you should leave
Before I get too mean

I didn't change my number
I only changed who I believe in
You were easy on the eyes, eyes, eyes (Eyes, eyеs)
But looks can be deceivin'
I gotta work, I go to work
You don't dеserve to feel so hurt
You got a lot of fuckin' nerve
I don't deserve, so

Don't take it out on me
I'm out of sympathy for you
Maybe you should leave
Before I get too mean
And take it out on you
And your best friend, too
I should have left when Drew
Said you were bad news

Mm-mm-mm
Mm-mm-mm
Mm-mm-mm
Mm-mm-mm
Mm-mm-mm
Mm-mm-mm"
Billie Eilish,Not My Responsibility,"Do you know me?
Really know me?
You have opinions about my opinions
About my music
About my clothes
About my body
Some people hate what I wear
Some people praise it
Some people use it to shame others
Some people use it to shame me
But I feel you watching
Always
And nothing I do goes unseen
So while I feel your stares, your disapproval or your sigh of relief
If I lived by them, I'd never be able to move
Would you like me to be smaller, weaker, softer, taller?
Would you like me to be quiet?
Do my shoulders provoke you? Does my chest?
Am I my stomach? My hips?
The body I was born with
Is it not what you wanted?
If I wear what is comfortable, I am not a woman
If I shed the layers, I'm a slut
Though you've never seen my body, you still judge it
And judge me for it
Why?
We make assumptions about people based on their size
We decide who they are
We decide what they're worth
If I wear more, if I wear less
Who decides what that makes me? What that means?
Is my value based only on your perception?
Or is your opinion of me not my responsibility?"
Billie Eilish,GOLDWING,"""He hath come to the bosom of his beloved
Smiling on him, she beareth him to highest heav'n
With yearning heart""
""On thee we gaze, O' gold-wing'd messenger of mighty Gods""


Gold-winged angel
Go home, don't tell
Anyone what you are
You're sacred and they're starved
And their art is gettin' dark
And there you are to tear apart
Tear apart, tear apart, tear apart

You better keep your head down-down
Da-da-down-down, da-da-down-down
Better keep your head down-down
Da-da-down-down, da-da-down-down

They're gonna tell you what you wanna hear
Then they're gonna disappear
Gonna claim you like a souvenir
Just to sell you in a year

You better keep your head down-down
Da-da-down-down, da-da-down-down
Keep your head down-down (Down)
Da-da-down-down, da-da-down-down
Better keep your head down-down
Da-da-down-down, da-da-down-down
Keep your head down-down
Da-da-down-down, da-da-down-down

That's good"
Billie Eilish,!!!!!!!,"My Invisalign has finally...
I have taken out my Invisalign
I have taken out my Invisalign, and this is the album
Hahahahahahahahahahaha, ahh"
Billie Eilish,OverHeated,"I don't really even know how it happened
I started talkin', they started laughin'
I don't really even know how it happened
I started watchin' them photographin'
I don't really (I don't really), how it happened
Instead of stoppin', they still were flashin' (I don't really)
I started walkin' (I don't really), gave no reaction
No reaction

I'm overheated, can't be defeated
Can't be deleted, can't un-believе it
I'm overheated, can't bе defeated
Can't be deleted, can't be repeated
I'm overheated
I'm overheated

I don't really wanna know why it went there (Why it went there)
I kinda don't care (Kinda don't care)
You wanna kill me? (You wanna kill me?)
You wanna hurt me? (Mmm)
Stop bein' flirty
It's kinda workin'
Did you really think this is the right thing to do?
(Is it news? News to who?)
That I really look just like the rest of you

I'm overheated, can't be defeated
Can't be deleted, can't un-believe it
I'm overheated, can't be defeated
Can't be deleted, can't be repeated
I'm overheated

And everybody said it was a letdown
I was only built like everybody else now
But I didn't get a surgery to help out
'Cause I'm not about to redesign myself now, am I?
(Am I?) Am I?
All these other inanimate bitches, it's none of my business
But don't you get sick of posin' for pictures
With that plastic body?

Man, I'm overheated, can't be defeated
Can't be deleted, can't un-believe it
I'm overheated, can't be defeated
Can't be deleted, can't be repeated
I'm overheated"
Billie Eilish,Everybody Dies,"Everybody dies, surprise, surprise
We tell each other lies, sometimes, we try
To make it feel like we might be right
We might not be alone
Be alone

""Everybody dies,"" that's what they say
And maybe, in a couple hundred years, they'll find another way
I just wonder why you'd wanna stay
If everybody goes
You'd still be alone

I don't wanna cry, some days I do
But not about you
It's just a lot to think about the world I'm used to
The one I can't get back, at lеast not for a while
I sure have a knack for seein' lifе more like a child
It's not my fault, it's not so wrong to wonder why
Everybody dies
And when will I?

You oughta know
That even when it's time, you might not wanna go
But it's okay to cry and it's alright to fold
But you are not alone
You are not unknown"
Billie Eilish,​sHE’s brOKen,"Another story of girl meets boy, and gets destroyed, uh, oh
Another promise broken in two, the lucky view of fiction

Fade away, fade away
Teach me how to fade away
Another story of girl meets boy

He's okay, she's broken
He's the ocean waves, she's chokin'
Fade away, fade away
Teach me how to fade away
Another story of girl meets boy

So picture perfect, it can't be real and all you feel is numb
You see them talking but hear no sound to hit the ground
And fade

He's okay, she's broken
He's the ocean waves, she's chokin'

Don't want it, don't need it
Don't want it
Don't want it, don't need it
Don't want it
Don't want it, don't need it
Don't want it
Don't need it, don't, don't need it
Don't need it, don't, don't need it
Don't need it, don't, don't need it"
Billie Eilish,Fingers Crossed,"In the end, when they're all gone
When the world is silent and the days are long
Just you and I, we'll be alive
We made it on our own

'Cause everybody makes it 'till they don't
And everybody wants to think they won't
'Cause everybody makes it 'till they don't
And everybody seems to think they won't, they won't, they won't, they won't

Maybe I'm still alive but my heart is beating slow
Baby, tell me I gotta know
Are you okay? You seem too far gone
Infected, standing there all alone

'Cause everybody makes it 'till they don't
And everybody wants to think they won't
And everybody makes it 'till they don't
And everybody seems to think they won't, they won't, they won't, they won't

The best of me, the best of me is you
The best of me, the best of me was you

Whoa, whoa, whoa, whoa
Ladum, badum, mmmm"
Billie Eilish,​limbo*,"I'm not crying on the phone when you call
What's the use in begging you to stay?
I'm not trying to save us anymore
Cut me loose, 'cause you're too far away

To make me feel better, make it alright
To give me your sweater, hold my hand tight
Seven days in limbo, push me out the window
Nothing in common, nothing to lose
Nothing but problems between me and you
With your arms akimbo, seven days in limbo
Seven days

I'll give all my weapons to you
We've said it all, no more bones to break
I'm done thinking that we might just spark enough
We're broken glass waiting to be washed away

Can't make me feel better, make it alright
Give me your sweater, hold my hand tight
Seven days in limbo, push me out the window
Nothing in common, nothing to lose
Nothing but problems between me and you
With your arms akimbo, seven days in limbo
Seven days

If you love me, let me go
If you love me, leave limbo

Can't make me feel better, make it alright
Can't give me your sweater, hold my hand tight
Seven days in limbo, just push me out the window
Nothing in common, nothing to lose
Nothing but problems between me and you
With your arms akimbo, seven days in limbo
Seven days"
